,Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Movie ID,Character Name,speaker,dialogue,Emotion
3675,3676,135,70,16,"Harry Potter, disciplinary hearing.",5,Arthur Weasley,arthur weasley,"Harry Potter, disciplinary hearing.",sadness
3677,3678,135,70,16,"Keep close, Harry!",5,Arthur Weasley,arthur weasley,"Keep close, Harry!",anger
3678,3679,135,70,16,"Ah, Perkins, good morn-",5,Arthur Weasley,arthur weasley,"Ah, Perkins, good morn-",joy
3681,3682,135,70,112,It started at eight!,5,Perkins,perkins,It started at eight!,surprise
3682,3683,135,70,16,"Good lord, that was five minutes ago! Come on, Harry!",5,Arthur Weasley,arthur weasley,"Good lord, that was five minutes ago! Come on, Harry!",surprise
3686,3687,135,70,16,"Come on, Harry!",5,Arthur Weasley,arthur weasley,"Come on, Harry!",anger
3689,3690,135,70,16,"There you are, Harry, in you go...good luck...",5,Arthur Weasley,arthur weasley,"There you are, Harry, in you go...good luck...",joy
3690,3691,136,70,17,You're late.,5,Cornelius Fudge,cornelius fudge,You're late.,sadness
3691,3692,136,70,1,Er...sorry.,5,Harry Potter,harry potter,Er...sorry.,sadness
3695,3696,136,70,17,"Ah...you...er...got our message that the time had changed, did you?",5,Cornelius Fudge,cornelius fudge,"Ah...you...er...got our message that the time had changed, did you?",surprise
3696,3697,136,70,17,Well. The...ah...charges.,5,Cornelius Fudge,cornelius fudge,Well. The...ah...charges.,sadness
3700,3701,136,70,17,Within full sight of a Muggle?,5,Cornelius Fudge,cornelius fudge,Within full sight of a Muggle?,surprise
3702,3703,136,70,72,"You produced a Patronus? A fully- formed Patronus, with a clearly- defined shape?",5,Susan Bones,susan bones,"You produced a Patronus? A fully- formed Patronus, with a clearly- defined shape?",surprise
3704,3705,136,70,72,"That is most remarkable, Mr. Potter.",5,Susan Bones,susan bones,"That is most remarkable, Mr. Potter.",surprise
3705,3706,136,70,17,It doesn't matter how impressive it was!,5,Cornelius Fudge,cornelius fudge,It doesn't matter how impressive it was!,surprise
3706,3707,136,70,1,But I did it because of the Dementors!,5,Harry Potter,harry potter,But I did it because of the Dementors!,anger
3707,3708,136,70,72,What do you mean?,5,Susan Bones,susan bones,What do you mean?,surprise
3708,3709,136,70,1,"My cousin and I were attacked by Dementors. That's why I had to use the Patronus, to drive them away.",5,Harry Potter,harry potter,"My cousin and I were attacked by Dementors. That's why I had to use the Patronus, to drive them away.",fear
3711,3712,136,70,17,"Oh, come now, Susan. He's clearly lying.",5,Cornelius Fudge,cornelius fudge,"Oh, come now, Susan. He's clearly lying.",anger
3712,3713,136,70,17,We haven't got time to-,5,Cornelius Fudge,cornelius fudge,We haven't got time to-,sadness
3717,3718,136,70,88,I was sitting on my porch when I saw the two Dementors gliding towards the two boys.,5,Arabella Figg,arabella figg,I was sitting on my porch when I saw the two Dementors gliding towards the two boys.,fear
3721,3722,136,70,88,I-I felt them. It was horrible...like I would never be happy again.,5,Arabella Figg,arabella figg,I-I felt them. It was horrible...like I would never be happy again.,fear
3728,3729,136,70,15,"Excuse me, Dumbledore, but did you just accused the Ministry of Magic of ordering an attack on this boy?",5,Dolores Umbridge,dolores umbridge,"Excuse me, Dumbledore, but did you just accused the Ministry of Magic of ordering an attack on this boy?",anger
3729,3730,136,70,17,Dementors are irrelevant!,5,Cornelius Fudge,cornelius fudge,Dementors are irrelevant!,anger
3730,3731,136,70,17,"Well, yes, if he's telling the truth!",5,Cornelius Fudge,cornelius fudge,"Well, yes, if he's telling the truth!",anger
3732,3733,136,70,17,All opposed?,5,Cornelius Fudge,cornelius fudge,All opposed?,anger
3734,3735,137,71,16,"Harry, you've been let off! That's wonderful!",5,Arthur Weasley,arthur weasley,"Harry, you've been let off! That's wonderful!",joy
3735,3736,137,71,16,You were tried by the full court?,5,Arthur Weasley,arthur weasley,You were tried by the full court?,surprise
3737,3738,137,71,1,Er...is Percy mad at you?,5,Harry Potter,harry potter,Er...is Percy mad at you?,surprise
3738,3739,137,71,16,"Ah...yes...I'm afraid we had a bit of a row. He, well, he sided with Fudge and the rest of us sided with Dumbledore, so Percy left.",5,Arthur Weasley,arthur weasley,"Ah...yes...I'm afraid we had a bit of a row. He, well, he sided with Fudge and the rest of us sided with Dumbledore, so Percy left.",fear
3740,3741,137,71,1,What are you doing here?,5,Harry Potter,harry potter,What are you doing here?,surprise
3741,3742,137,71,23,"Come now, Potter, I really don't think that private matters between the Minister and myself are any concern of yours.",5,Lucius Malfoy,lucius malfoy,"Come now, Potter, I really don't think that private matters between the Minister and myself are any concern of yours.",fear
3746,3747,137,71,16,"Settle down, you three!",5,Arthur Weasley,arthur weasley,"Settle down, you three!",anger
3747,3748,137,71,16,"Sirius, we saw Fudge talking with Lucius Malfoy on Level Nine again. Tell Dumbledore, next time he comes in, would you?",5,Arthur Weasley,arthur weasley,"Sirius, we saw Fudge talking with Lucius Malfoy on Level Nine again. Tell Dumbledore, next time he comes in, would you?",anger
3753,3754,137,71,18,Harry!,5,Sirius Black,sirius black,Harry!,surprise
3754,3755,137,71,18,"You all right, Harry?",5,Sirius Black,sirius black,"You all right, Harry?",anger
3758,3759,137,71,18,"There's Mad-eye and Dumbledore, right next to Dedalus Diggle; Marlene McKinnon, she was killed two weeks after this was taken...;",5,Sirius Black,sirius black,"There's Mad-eye and Dumbledore, right next to Dedalus Diggle; Marlene McKinnon, she was killed two weeks after this was taken...;",sadness
3759,3760,137,71,18,"then there's Frank and Alice Longbottom, tortured into insanity by Death Eaters; Lupin, of course..",5,Sirius Black,sirius black,"then there's Frank and Alice Longbottom, tortured into insanity by Death Eaters; Lupin, of course..",fear
3760,3761,137,71,1,My parents.,5,Harry Potter,harry potter,My parents.,sadness
3761,3762,137,71,1,"I miss them, Sirius...",5,Harry Potter,harry potter,"I miss them, Sirius...",sadness
3762,3763,137,71,18,"I know, Harry, I know. I miss them too.",5,Sirius Black,sirius black,"I know, Harry, I know. I miss them too.",sadness
3763,3764,137,71,18,It's not fair that I got to spend so much time with them and you didn't...,5,Sirius Black,sirius black,It's not fair that I got to spend so much time with them and you didn't...,anger
3764,3765,137,71,1,"Why'd they have to die, Sirius, why?",5,Harry Potter,harry potter,"Why'd they have to die, Sirius, why?",surprise
3767,3768,137,71,18,"Kreacher, get out of here! Now!",5,Sirius Black,sirius black,"Kreacher, get out of here! Now!",anger
3768,3769,137,71,48,"Oh, how the old Mistress would weep to see the traitor in her house...",5,Kreacher,kreacher,"Oh, how the old Mistress would weep to see the traitor in her house...",sadness
3769,3770,137,71,1,Who..who was that?,5,Harry Potter,harry potter,Who..who was that?,surprise
3770,3771,137,71,18,"Kreacher. He's been alone with the house for years, he's gone a bit funny.",5,Sirius Black,sirius black,"Kreacher. He's been alone with the house for years, he's gone a bit funny.",surprise
3771,3772,138,42,3,"Harry, Ron and I, we've been named House Prefects! She hands Harry a letter.",5,Hermione Granger,hermione granger,"Harry, Ron and I, we've been named House Prefects! She hands Harry a letter.",surprise
3772,3773,138,42,3,"What about you, Harry?",5,Hermione Granger,hermione granger,"What about you, Harry?",anger
3773,3774,138,42,3,Are you sure? I would have thought you would get one!,5,Hermione Granger,hermione granger,Are you sure? I would have thought you would get one!,surprise
3775,3776,138,42,1,"So...congratulations Ron, Hermione...",5,Harry Potter,harry potter,"So...congratulations Ron, Hermione...",joy
3776,3777,138,42,2,"Come on, lets go back downstairs!",5,Ron Weasley,ron weasley,"Come on, lets go back downstairs!",anger
3777,3778,138,42,1,"Yes, do go enjoy yourselves.",5,Harry Potter,harry potter,"Yes, do go enjoy yourselves.",joy
3778,3779,138,42,1,What is that?,5,Harry Potter,harry potter,What is that?,surprise
3779,3780,138,42,1,"Yes it is, it's right there!",5,Harry Potter,harry potter,"Yes it is, it's right there!",anger
3781,3782,138,42,1,Er...you are?,5,Harry Potter,harry potter,Er...you are?,surprise
3783,3784,138,42,1,"Well, thanks Luna.",5,Harry Potter,harry potter,"Well, thanks Luna.",joy
3784,3785,138,42,1,Hagrid's cabin looks deserted.,5,Harry Potter,harry potter,Hagrid's cabin looks deserted.,sadness
3786,3787,138,42,2,What if he were still on his...,5,Ron Weasley,ron weasley,What if he were still on his...,surprise
3787,3788,138,42,2,What if he's still on his mission from Dumbledore?,5,Ron Weasley,ron weasley,What if he's still on his mission from Dumbledore?,anger
3795,3796,139,39,75,"So why didn't your mum want you to come back to Hogwarts, Seamus?",5,Dean Thomas,dean thomas,"So why didn't your mum want you to come back to Hogwarts, Seamus?",anger
3796,3797,139,39,1,What?,5,Harry Potter,harry potter,What?,surprise
3797,3798,139,39,29,Me mam didn't want me to come back to Hogwarts...,5,Seamus Finnigan,seamus finnigan,Me mam didn't want me to come back to Hogwarts...,sadness
3798,3799,139,39,1,Why?,5,Harry Potter,harry potter,Why?,surprise
3800,3801,139,39,1,What did I do?,5,Harry Potter,harry potter,What did I do?,surprise
3802,3803,139,39,1,Where'd she get that from?,5,Harry Potter,harry potter,Where'd she get that from?,surprise
3803,3804,139,39,1,"No one believes me, Hedwig. No one...",5,Harry Potter,harry potter,"No one believes me, Hedwig. No one...",anger
3804,3805,139,39,1,I'm alone...,5,Harry Potter,harry potter,I'm alone...,sadness
3805,3806,140,30,1,"Sorry, Professor...",5,Harry Potter,harry potter,"Sorry, Professor...",sadness
3810,3811,140,30,15,Yes?,5,Dolores Umbridge,dolores umbridge,Yes?,surprise
3817,3818,140,30,3,But we've got O.W.L.s coming up! You expect us to do the spells with no practice?,5,Hermione Granger,hermione granger,But we've got O.W.L.s coming up! You expect us to do the spells with no practice?,surprise
3822,3823,140,30,1,It-is-NOT-a-LIE!,5,Harry Potter,harry potter,It-is-NOT-a-LIE!,surprise
3823,3824,140,30,15,"Mr. Potter, you have just landed yourself in detention!",5,Dolores Umbridge,dolores umbridge,"Mr. Potter, you have just landed yourself in detention!",surprise
3824,3825,140,30,1,"So, according to you, Cedric Diggory dropped dead? Or are you calling me a murderer?",5,Harry Potter,harry potter,"So, according to you, Cedric Diggory dropped dead? Or are you calling me a murderer?",anger
3825,3826,140,30,15,The boy's death was a tragic accident.,5,Dolores Umbridge,dolores umbridge,The boy's death was a tragic accident.,sadness
3826,3827,140,30,1,It was MURDER! I saw it happen!,5,Harry Potter,harry potter,It was MURDER! I saw it happen!,anger
3830,3831,140,30,1,Yeah. But she called me a liar!,5,Harry Potter,harry potter,Yeah. But she called me a liar!,anger
3833,3834,140,30,3,How can Dumbledore let that horrible woman teach? And when we're taking our OWL tests too!,5,Hermione Granger,hermione granger,How can Dumbledore let that horrible woman teach? And when we're taking our OWL tests too!,fear
3834,3835,140,30,2,You reckon she's here to spy on us?,5,Ron Weasley,ron weasley,You reckon she's here to spy on us?,surprise
3836,3837,140,30,1,Oh! Sorry...,5,Harry Potter,harry potter,Oh! Sorry...,sadness
3839,3840,140,30,74,"Well, just...don't do it again!",5,Angelina Johnson,angelina johnson,"Well, just...don't do it again!",anger
3840,3841,140,30,2,"Well, Harry, shall we start on Snape's report?",5,Ron Weasley,ron weasley,"Well, Harry, shall we start on Snape's report?",fear
3841,3842,140,30,1,"Later, I've got detention.",5,Harry Potter,harry potter,"Later, I've got detention.",sadness
3852,3853,141,39,3,Have you seen Ron? I can't find him anywhere.,5,Hermione Granger,hermione granger,Have you seen Ron? I can't find him anywhere.,surprise
3856,3857,141,39,2,Harry! I tried out for Quidditch Keeper at the tryouts! I'm on the team!,5,Ron Weasley,ron weasley,Harry! I tried out for Quidditch Keeper at the tryouts! I'm on the team!,surprise
3857,3858,141,39,2,Harry--bloody hell!,5,Ron Weasley,ron weasley,Harry--bloody hell!,anger
3858,3859,141,39,3,He's got to be taken to the hospital wing.,5,Hermione Granger,hermione granger,He's got to be taken to the hospital wing.,sadness
3859,3860,141,39,2,You said she was making you do lines!,5,Ron Weasley,ron weasley,You said she was making you do lines!,anger
3862,3863,141,39,1,"No, I'm telling anyone.",5,Harry Potter,harry potter,"No, I'm telling anyone.",anger
3864,3865,141,39,1,No!,5,Harry Potter,harry potter,No!,anger
3868,3869,141,39,3,"Harry, you can't write to him! Owls are being intercepted, it isn't safe.",5,Hermione Granger,hermione granger,"Harry, you can't write to him! Owls are being intercepted, it isn't safe.",anger
3869,3870,141,39,1,"Don't worry, Hermione, I wrote it in code. Anyway, I figured I need to tell someone about Umbridge. My scar hurt again last night in detention.",5,Harry Potter,harry potter,"Don't worry, Hermione, I wrote it in code. Anyway, I figured I need to tell someone about Umbridge. My scar hurt again last night in detention.",fear
3871,3872,141,39,3,You think she's working for You- Know-Who?,5,Hermione Granger,hermione granger,You think she's working for You- Know-Who?,surprise
3875,3876,142,32,38,Greetings my children. I sense even now that many of you have already made the transition into the beyond!,5,Sybill Trelawney,sybill trelawney,Greetings my children. I sense even now that many of you have already made the transition into the beyond!,joy
3878,3879,142,32,15,I understand you are the descendent of the famous Seer Cassandra Trelawney?,5,Dolores Umbridge,dolores umbridge,I understand you are the descendent of the famous Seer Cassandra Trelawney?,surprise
3880,3881,142,32,15,And you are the first since Cassandra to have the Second Sight?,5,Dolores Umbridge,dolores umbridge,And you are the first since Cassandra to have the Second Sight?,surprise
3884,3885,142,32,15,The Inner Eye does not See upon command!,5,Dolores Umbridge,dolores umbridge,The Inner Eye does not See upon command!,anger
3885,3886,142,32,38,"My dear boy, your dream diary, if you please!",5,Sybill Trelawney,sybill trelawney,"My dear boy, your dream diary, if you please!",joy
3886,3887,142,32,38,My dear boy! My poor boy! These dreams are evil portends!,5,Sybill Trelawney,sybill trelawney,My dear boy! My poor boy! These dreams are evil portends!,sadness
3895,3896,143,21,1,"Hermione, what's going on?",5,Harry Potter,harry potter,"Hermione, what's going on?",surprise
3897,3898,143,21,1,You mean about us teaching ourselves?,5,Harry Potter,harry potter,You mean about us teaching ourselves?,surprise
3901,3902,143,21,14,"Hear, hear!",5,Fred Weasley,fred weasley,"Hear, hear!",joy
3902,3903,143,21,3,"Obviously, this will help us pass our O.W.L.s, but more importantly, it gives us the ability to protect ourselves from...Lord Voldemort. Several people jump or wince in fear at the name.",5,Hermione Granger,hermione granger,"Obviously, this will help us pass our O.W.L.s, but more importantly, it gives us the ability to protect ourselves from...Lord Voldemort. Several people jump or wince in fear at the name.",fear
3904,3905,143,21,116,How do we know You-Know-Who's really back?,5,Zacharias Smith,zacharias smith,How do we know You-Know-Who's really back?,surprise
3913,3914,143,21,1,Me?,5,Harry Potter,harry potter,Me?,surprise
3918,3919,143,21,65,Wow...,5,Lavender Brown,lavender brown,Wow...,surprise
3920,3921,143,21,55,And last year he got through the Triwizard Tournament!,5,Cho Chang,cho chang,And last year he got through the Triwizard Tournament!,joy
3921,3922,143,21,2,Not to mention you dueled with You- Know-Who all alone and he still couldn't kill you!,5,Ron Weasley,ron weasley,Not to mention you dueled with You- Know-Who all alone and he still couldn't kill you!,anger
3925,3926,143,21,10,What about an unused classroom?,5,Neville Longbottom,neville longbottom,What about an unused classroom?,surprise
3933,3934,143,21,20,I think it should be Dumbledore's Army. There is excited agreement. Harry smiles at her.,5,Ginny Weasley,ginny weasley,I think it should be Dumbledore's Army. There is excited agreement. Harry smiles at her.,joy
3935,3936,143,29,3,I think that went well.,5,Hermione Granger,hermione granger,I think that went well.,joy
3937,3938,143,29,3,"And did you see Cho, Harry?",5,Hermione Granger,hermione granger,"And did you see Cho, Harry?",surprise
3938,3939,143,29,3,"Well, she couldn't keep her eyes off you, could she?!",5,Hermione Granger,hermione granger,"Well, she couldn't keep her eyes off you, could she?!",anger
3939,3940,143,36,74,"Harry, you won't believe...that Umbridge woman...this is too much!!",5,Angelina Johnson,angelina johnson,"Harry, you won't believe...that Umbridge woman...this is too much!!",surprise
3940,3941,143,36,1,What's she done now?,5,Harry Potter,harry potter,What's she done now?,surprise
3942,3943,143,36,1,"""By order of the Hogwarts High Inquisitor: All student organizations, societies, teams, groups, and clubs are henceforth disbanded. Permission to reform must be approved by High Inquisitor Umbridge. No student organization can exist without the knowledge and approval of the High Inquisitor. Any student found to be a part of an illegal organization will be expelled immediately.""",5,Harry Potter,harry potter,"""By order of the Hogwarts High Inquisitor: All student organizations, societies, teams, groups, and clubs are henceforth disbanded. Permission to reform must be approved by High Inquisitor Umbridge. No student organization can exist without the knowledge and approval of the High Inquisitor. Any student found to be a part of an illegal organization will be expelled immediately.""",anger
3943,3944,143,36,74,She refused to allow us to reform the Gryffindor team. We had to go to Dumbledore to get her to allow it.,5,Angelina Johnson,angelina johnson,She refused to allow us to reform the Gryffindor team. We had to go to Dumbledore to get her to allow it.,anger
3945,3946,143,36,1,This isn't a coincidence.,5,Harry Potter,harry potter,This isn't a coincidence.,surprise
3947,3948,143,36,2,She can't!,5,Ron Weasley,ron weasley,She can't!,anger
3948,3949,143,36,1,"Look, we don't know how many people could have overheard our meeting and told her.",5,Harry Potter,harry potter,"Look, we don't know how many people could have overheard our meeting and told her.",surprise
3951,3952,143,36,1,"What would we do without you, Hermione?",5,Harry Potter,harry potter,"What would we do without you, Hermione?",fear
3952,3953,143,36,1,Hedwig!,5,Harry Potter,harry potter,Hedwig!,surprise
3953,3954,143,36,3,She's hurt!,5,Hermione Granger,hermione granger,She's hurt!,surprise
3954,3955,143,36,2,She doesn't look very good.,5,Ron Weasley,ron weasley,She doesn't look very good.,sadness
3957,3958,143,36,7,Where on earth are you going at this time of night?,5,Minerva McGonagall,minerva mcgonagall,Where on earth are you going at this time of night?,fear
3959,3960,143,36,7,What?,5,Minerva McGonagall,minerva mcgonagall,What?,surprise
3962,3963,143,36,7,"Well, give her to me. I'll run her",5,Minerva McGonagall,minerva mcgonagall,"Well, give her to me. I'll run her",fear
3967,3968,144,55,27,Mr. Harry Potter!,5,Dobby,dobby,Mr. Harry Potter!,surprise
3968,3969,144,55,1,Dobby! What are you doing here?,5,Harry Potter,harry potter,Dobby! What are you doing here?,surprise
3971,3972,144,55,27,Dobby...Dobby wishes he could help Harry Potter. Dobby has heard him muttering in his sleep.,5,Dobby,dobby,Dobby...Dobby wishes he could help Harry Potter. Dobby has heard him muttering in his sleep.,sadness
3972,3973,144,55,1,"Don't worry about it, Dobby. But I don't think you can help me.",5,Harry Potter,harry potter,"Don't worry about it, Dobby. But I don't think you can help me.",fear
3976,3977,144,55,1,"That's brilliant, Dobby!",5,Harry Potter,harry potter,"That's brilliant, Dobby!",joy
3979,3980,144,55,52,...and Slytherin is up forty to ten. Alica with the quaffle!,5,Lee Jordan,lee jordan,...and Slytherin is up forty to ten. Alica with the quaffle!,surprise
3981,3982,144,55,1,"Just ignore them, Ron!",5,Harry Potter,harry potter,"Just ignore them, Ron!",anger
3982,3983,144,55,12,"I should thank you, Weasley. You're definitely our best player!",5,Draco Malfoy,draco malfoy,"I should thank you, Weasley. You're definitely our best player!",joy
3983,3984,144,55,3,"Harry, are you all right?",5,Hermione Granger,hermione granger,"Harry, are you all right?",surprise
3986,3987,144,55,12,And his pathetic loser of a father too!,5,Draco Malfoy,draco malfoy,And his pathetic loser of a father too!,anger
3988,3989,144,55,50,Impedimenta!,5,Rolanda Hooch,rolanda hooch,Impedimenta!,surprise
3989,3990,144,55,50,"Don't make me stupify you, Potter!",5,Rolanda Hooch,rolanda hooch,"Don't make me stupify you, Potter!",anger
3992,3993,144,55,1,Malfoy provoked us.,5,Harry Potter,harry potter,Malfoy provoked us.,anger
3993,3994,144,55,7,Of course he wanted to provoke you! He'd just lost!,5,Minerva McGonagall,minerva mcgonagall,Of course he wanted to provoke you! He'd just lost!,anger
3994,3995,144,55,7,I cannot express in words the disappointment I feel right now.,5,Minerva McGonagall,minerva mcgonagall,I cannot express in words the disappointment I feel right now.,sadness
3995,3996,144,55,7,"What is it, Dolores?",5,Minerva McGonagall,minerva mcgonagall,"What is it, Dolores?",surprise
3997,3998,144,55,7,You thought wrong. Now kindly remove yourself from my office.,5,Minerva McGonagall,minerva mcgonagall,You thought wrong. Now kindly remove yourself from my office.,anger
4002,4003,144,55,1,Ban us...for life.,5,Harry Potter,harry potter,Ban us...for life.,anger
4005,4006,144,55,15,"Well, have a wonderful day.",5,Dolores Umbridge,dolores umbridge,"Well, have a wonderful day.",joy
4006,4007,144,55,1,You've--!,5,Harry Potter,harry potter,You've--!,anger
4008,4009,144,55,74,I can't believe it...three players banned for life in one day...,5,Angelina Johnson,angelina johnson,I can't believe it...three players banned for life in one day...,surprise
4009,4010,144,55,2,I'm going to resign.,5,Ron Weasley,ron weasley,I'm going to resign.,sadness
4010,4011,144,55,1,You can't!,5,Harry Potter,harry potter,You can't!,anger
4011,4012,144,55,2,I'm horrible! I should never have joined.,5,Ron Weasley,ron weasley,I'm horrible! I should never have joined.,fear
4012,4013,144,55,1,"If you quit, we'll be out four players!",5,Harry Potter,harry potter,"If you quit, we'll be out four players!",anger
4014,4015,144,55,3,I know something that could cheer you up.,5,Hermione Granger,hermione granger,I know something that could cheer you up.,joy
4015,4016,144,55,3,Hagrid's back!,5,Hermione Granger,hermione granger,Hagrid's back!,joy
4016,4017,145,55,1,"Hagrid, what happened to you?",5,Harry Potter,harry potter,"Hagrid, what happened to you?",surprise
4017,4018,145,55,5,"I've fine, I tell yeh!",5,Rubeus Hagrid,rubeus hagrid,"I've fine, I tell yeh!",anger
4018,4019,145,55,2,"Come off it, Hagrid! We're not blind!",5,Ron Weasley,ron weasley,"Come off it, Hagrid! We're not blind!",anger
4019,4020,145,55,5,"Can' answer tha', I'm afraid. Top secret, that is. Business of the Order.",5,Rubeus Hagrid,rubeus hagrid,"Can' answer tha', I'm afraid. Top secret, that is. Business of the Order.",fear
4022,4023,145,55,2,A month?,5,Ron Weasley,ron weasley,A month?,surprise
4023,4024,145,55,5,"O' course! Can' do magic, not with the Ministry followin' us all the way. Plus, giants aren't fond o' wizards. Don' trust 'em.",5,Rubeus Hagrid,rubeus hagrid,"O' course! Can' do magic, not with the Ministry followin' us all the way. Plus, giants aren't fond o' wizards. Don' trust 'em.",anger
4024,4025,145,55,1,So what did you do when you found them?,5,Harry Potter,harry potter,So what did you do when you found them?,surprise
4025,4026,145,55,2,So...no giants are coming?,5,Ron Weasley,ron weasley,So...no giants are coming?,surprise
4027,4028,145,55,1,Glad to see all of you could find this place all right.,5,Harry Potter,harry potter,Glad to see all of you could find this place all right.,joy
4028,4029,145,55,10,"Hey, Harry, what is all this stuff?",5,Neville Longbottom,neville longbottom,"Hey, Harry, what is all this stuff?",surprise
4034,4035,145,55,10,Expelliarmus!,5,Neville Longbottom,neville longbottom,Expelliarmus!,surprise
4035,4036,145,55,1,"Well done, Neville!",5,Harry Potter,harry potter,"Well done, Neville!",joy
4036,4037,145,55,1,"Look here, you lot! Neville's really got the hang of this one.",5,Harry Potter,harry potter,"Look here, you lot! Neville's really got the hang of this one.",joy
4037,4038,145,55,10,Expelliarmus!,5,Neville Longbottom,neville longbottom,Expelliarmus!,surprise
4038,4039,145,55,10,I did it! I did it!,5,Neville Longbottom,neville longbottom,I did it! I did it!,anger
4040,4041,145,55,1,"Okay, everyone. We've done a lot today, and I've seen some great improvement. That's it for now. We'll meet back here, same time next week!",5,Harry Potter,harry potter,"Okay, everyone. We've done a lot today, and I've seen some great improvement. That's it for now. We'll meet back here, same time next week!",joy
4041,4042,146,39,10,What's wrong with him?,5,Neville Longbottom,neville longbottom,What's wrong with him?,anger
4042,4043,146,39,2,Get McGonagall! Go!,5,Ron Weasley,ron weasley,Get McGonagall! Go!,anger
4043,4044,146,39,2,Harry! HARRY!,5,Ron Weasley,ron weasley,Harry! HARRY!,surprise
4046,4047,146,39,1,Mr. Weasley's been attacked!,5,Harry Potter,harry potter,Mr. Weasley's been attacked!,anger
4047,4048,146,39,7,"You dreamed this, Potter?",5,Minerva McGonagall,minerva mcgonagall,"You dreamed this, Potter?",surprise
4048,4049,146,39,1,"No, I saw it happen! I...I was there...",5,Harry Potter,harry potter,"No, I saw it happen! I...I was there...",surprise
4049,4050,146,39,7,"You're sure this happened, Potter?",5,Minerva McGonagall,minerva mcgonagall,"You're sure this happened, Potter?",surprise
4051,4052,146,41,4,"Professor McGonagall, and...ah...",5,Albus Dumbledore,albus dumbledore,"Professor McGonagall, and...ah...",surprise
4052,4053,146,41,4,What can I do for you?,5,Albus Dumbledore,albus dumbledore,What can I do for you?,fear
4053,4054,146,41,7,"Well, Potter has had some kind of nightmare...",5,Minerva McGonagall,minerva mcgonagall,"Well, Potter has had some kind of nightmare...",fear
4054,4055,146,41,4,How did you see this? How were you positioned when you saw it?,5,Albus Dumbledore,albus dumbledore,How did you see this? How were you positioned when you saw it?,surprise
4056,4057,146,41,4,Is Arthur seriously injured?,5,Albus Dumbledore,albus dumbledore,Is Arthur seriously injured?,sadness
4057,4058,146,41,1,Yes!,5,Harry Potter,harry potter,Yes!,anger
4058,4059,146,41,4,You were listening?,5,Albus Dumbledore,albus dumbledore,You were listening?,surprise
4060,4061,146,41,4,Raise the alarm. We must make sure Arthur is found by the right people.,5,Albus Dumbledore,albus dumbledore,Raise the alarm. We must make sure Arthur is found by the right people.,fear
4064,4065,146,41,4,What news?,5,Albus Dumbledore,albus dumbledore,What news?,surprise
4071,4072,146,41,113,"It's late, Dumbledore...",5,Phineas,phineas,"It's late, Dumbledore...",sadness
4075,4076,146,49,1,"What's that, Professor?",5,Harry Potter,harry potter,"What's that, Professor?",surprise
4082,4083,146,49,6,"Yes, it did, but at the expense of our advantage. The connection between you was so powerful during your vision of the snake that the Dark Lord became aware of it. The Headmaster fears that he may try to use this to his advantage, to manipulate you through false visions.",5,Severus Snape,severus snape,"Yes, it did, but at the expense of our advantage. The connection between you was so powerful during your vision of the snake that the Dark Lord became aware of it. The Headmaster fears that he may try to use this to his advantage, to manipulate you through false visions.",fear
4085,4086,146,49,1,What are you going to do?,5,Harry Potter,harry potter,What are you going to do?,surprise
4086,4087,146,49,6,I am going to break into your mind.,5,Severus Snape,severus snape,I am going to break into your mind.,fear
4087,4088,146,49,1,No!,5,Harry Potter,harry potter,No!,anger
4090,4091,146,49,16,"Come on, Harry!",5,Arthur Weasley,arthur weasley,"Come on, Harry!",anger
4092,4093,146,49,6,What was that?,5,Severus Snape,severus snape,What was that?,surprise
4093,4094,146,49,1,I've just realized...,5,Harry Potter,harry potter,I've just realized...,surprise
4094,4095,146,49,6,"Realized what, Potter?",5,Severus Snape,severus snape,"Realized what, Potter?",surprise
4096,4097,146,49,6,What did you say?,5,Severus Snape,severus snape,What did you say?,surprise
4098,4099,146,49,6,"There are many things in the Department of Mysteries, Potter, none of which concern you.",5,Severus Snape,severus snape,"There are many things in the Department of Mysteries, Potter, none of which concern you.",fear
4099,4100,147,58,15,I can do whatever I wish!,5,Dolores Umbridge,dolores umbridge,I can do whatever I wish!,joy
4100,4101,147,58,38,This is my home!,5,Sybill Trelawney,sybill trelawney,This is my home!,surprise
4102,4103,147,58,15,Now remove yourself from this castle!,5,Dolores Umbridge,dolores umbridge,Now remove yourself from this castle!,anger
4103,4104,147,58,15,"I have the authority, Headmaster!",5,Dolores Umbridge,dolores umbridge,"I have the authority, Headmaster!",anger
4107,4108,147,58,4,"Happily, that will not be necessary. I have found a successor",5,Albus Dumbledore,albus dumbledore,"Happily, that will not be necessary. I have found a successor",sadness
4112,4113,147,7,3,That's got to be what Surgis Podmore was doing in the Ministry when he was arrested.,5,Hermione Granger,hermione granger,That's got to be what Surgis Podmore was doing in the Ministry when he was arrested.,anger
4113,4114,147,7,1,"Probably. Mr. Weasley was probably there when he was attacked, too. That must be what the Order's guarding!",5,Harry Potter,harry potter,"Probably. Mr. Weasley was probably there when he was attacked, too. That must be what the Order's guarding!",fear
4114,4115,147,7,2,But why the Department of Mysteries?,5,Ron Weasley,ron weasley,But why the Department of Mysteries?,surprise
4117,4118,147,7,2,Bloody hell!,5,Ron Weasley,ron weasley,Bloody hell!,anger
